,idd,f3db,gm_db,lf_gain,pm_deg,ug,name,type,time,OK
0,37.425509999999996,76.62768,-48.89058,22.35176,92.24084,1.0068759999999999,lstb_SchGtAssVlTl,Sch,Fri Apr 19 13:28:42 2024,False
1,83.59333,1670.803,-44.29544,20.1603,57.4217,15.66494,lstb_SchGtAssVlTh,Sch,Fri Apr 19 13:28:37 2024,False
