,idd,f3db,gm_db,lf_gain,pm_deg,ug,name,type,time,OK
0,58.30386,1146.01,-45.69917,22.97965,59.54206,14.61197,lstb_SchGtAttTtVt,Sch,Fri Apr 19 13:28:00 2024,False
