,idd,f3db,gm_db,lf_gain,pm_deg,ug,name,type,time,OK
0,44.202690000000004,14.66663,-33.71608,29.24954,92.08091,0.4274048,lstb_SchGtAffVhTl,Sch,Tue Apr 16 01:59:54 2024,False
1,87.73868,901.8642,-23.63225,26.44527,54.85468,16.6358,lstb_SchGtAffVhTh,Sch,Tue Apr 16 01:59:48 2024,False
