,idd,f3db,gm_db,lf_gain,pm_deg,ug,name,type,time,OK
0,6.710149,255.502,-15.0567,45.55889,51.13894,18.88762,lstb_SchGtKttTtVt,Sch,Sat Mar  2 00:25:53 2024,False
